id,web_name,first_name,second_name,team,team_code,element_type,now_cost,cost_change_event,cost_change_start,status,chance_of_playing_next_round,chance_of_playing_this_round,news,news_added,selected_by_percent,transfers_in_event,transfers_out_event,form,points_per_game,total_points,event_points,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,defensive_contribution,defensive_contribution_per_90,clearances_blocks_interceptions,recoveries,tackles,saves,saves_per_90,starts_per_90,penalties_order,corners_and_indirect_freekicks_order,direct_freekicks_order,ep_next,ep_this,dreamteam_count,value_form,value_season
168,Marc Guiu,Marc,Guiu Paz,6,8,4,50,0,0,u,0,0,Has joined RB Leipzig permanently,2026-09-01T13:24:48.857362Z,0.2,0,1120,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
169,Mheuka,Shumaira,Mheuka,6,8,4,45,0,0,a,,,,,0.5,3133,2503,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
170,Emegha,Emmanuel,Emegha,6,8,4,50,0,0,i,0,0,Hamstring injury - Expected back 10 Oct,2026-09-09T15:00:09.063849Z,0.1,53,786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
171,Dovin,Oliver,Dovin,7,9,1,40,0,0,u,0,0,Has joined Leyton Orient on loan for the rest of the season,2026-09-02T15:44:14.839336Z,1.0,0,3428,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
172,Wilson,Ben,Wilson,7,9,1,44,0,-1,a,,,,,0.4,154,455,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
173,Thomas,Bobby,Thomas,7,9,2,40,0,0,a,,,,,8.6,17412,20952,5.2,4.8,24,9,437,5,0,0,2,9,3,78,0.49,0.30,0.79,8.09,0.1,0.06,0.16,1.67,52,10.71,49,16,3,0,0.0,1.03,,,,5.2,5.2,0,1.3,6.0
174,Kitching,Liam,Kitching,7,9,2,40,0,0,u,0,0,Has joined Sheffield United on loan for the rest of the season,2026-09-02T16:21:03.612394Z,0.3,0,1283,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
175,van Ewijk,Milan,van Ewijk,7,9,2,40,0,0,d,75,,Hamstring injury - 75% chance of playing,2026-09-19T16:00:09.486751Z,8.9,982,57532,1.2,1.5,6,0,360,4,0,0,0,10,0,7,0.00,0.30,0.30,7.53,0.0,0.08,0.08,1.88,27,6.75,21,13,6,0,0.0,1.0,,,,0.9,1.2,0,0.3,1.5
176,Dasilva,Jay,Dasilva,7,9,2,40,0,0,a,,,,,0.7,4131,1035,4.8,4.0,20,15,444,5,1,0,1,10,3,54,0.50,0.52,1.02,8.63,0.1,0.11,0.21,1.75,23,4.66,19,14,4,0,0.0,1.01,,,,4.8,4.8,1,1.2,5.0
177,Kesler-Hayden,Kaine,Kesler-Hayden,7,9,2,39,-1,-1,i,0,0,Hamstring injury - Unknown return date,2026-08-27T14:56:28.704361Z,0.0,713,292,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
178,Bidwell,Jake,Bidwell,7,9,2,40,0,0,a,,,,,0.1,138,211,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
179,Latibeaudiere,Joel,Latibeaudiere,7,9,2,40,0,0,a,,,,,0.0,53,97,0.2,1.0,1,1,1,0,0,0,0,0,0,3,0.00,0.00,0.00,0.02,0.0,0.0,0.0,1.8,2,180.0,2,0,0,0,0.0,0.0,,,,0.2,0.2,0,0.0,0.2
180,Woolfenden,Luke,Woolfenden,7,9,2,40,0,0,i,0,0,Knee injury - Unknown return date,2026-08-27T14:56:28.718566Z,0.1,15,384,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
181,Brau,Miguel,Brau,7,9,2,40,0,0,u,0,0,Has joined Academico de Viseu on loan for the rest of the season,2026-08-29T00:35:59.980316Z,0.0,0,70,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
182,Amenda,Aurèle,Amenda,7,9,2,40,0,0,i,0,25,Calf injury - Unknown return date,2026-09-17T07:30:09.329041Z,0.6,20,5049,0.8,1.0,4,0,360,4,0,0,0,10,0,-3,0.02,0.39,0.41,7.53,0.0,0.1,0.1,1.88,24,6.0,23,11,1,0,0.0,1.0,,,,0.0,0.2,0,0.2,1.0
183,Rudoni,Jack,Rudoni,7,9,3,49,0,-1,a,100,100,,2026-07-23T12:01:23.481435Z,0.1,608,477,3.0,2.6,13,5,297,4,0,0,2,4,0,51,0.92,1.11,2.03,4.49,0.28,0.34,0.62,1.36,34,10.3,9,21,4,0,0.0,1.21,,5,1,3.0,3.0,0,0.6,2.7
184,Grimes,Matt,Grimes,7,9,3,49,0,-1,a,,,,,0.1,135,676,2.2,2.2,11,3,443,5,0,0,1,9,0,62,0.12,0.13,0.25,8.42,0.02,0.03,0.05,1.71,38,7.72,13,16,9,0,0.0,1.02,3,1,,2.2,2.2,0,0.4,2.2
185,Sakamoto,Tatsuhiro,Sakamoto,7,9,3,48,0,-2,a,,,,,0.1,98,298,0.2,1.0,1,0,31,0,0,0,0,1,0,8,0.02,0.02,0.04,0.69,0.06,0.06,0.12,2.0,4,11.61,0,2,2,0,0.0,0.0,,,,0.2,0.2,0,0.0,0.2
186,Mason-Clark,Ephron,Mason-Clark,7,9,3,53,-1,-2,a,100,100,,2026-08-19T18:00:08.310507Z,0.1,57,279,1.2,1.2,5,1,231,4,0,0,0,3,0,19,0.51,0.12,0.63,3.16,0.2,0.05,0.25,1.23,15,5.84,6,9,0,0,0.0,1.56,,,,1.2,1.2,0,0.2,0.9
187,Eccles,Josh,Eccles,7,9,3,48,-1,-2,i,0,0,Unspecified injury - Expected back 12 Oct,2026-09-10T18:30:08.877110Z,0.0,11,73,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
188,Torp,Victor,Torp,7,9,3,53,-1,-2,a,,,,,0.1,36,321,0.5,1.0,3,0,53,0,0,0,0,2,0,13,0.00,0.12,0.12,1.22,0.0,0.2,0.2,2.07,3,5.09,1,2,0,0,0.0,0.0,2,2,2,0.5,0.5,0,0.1,0.6
189,Shepherd,George,Shepherd,7,9,3,44,0,-1,a,,,,,0.3,3124,1714,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
190,Tchaouna,Loum,Tchaouna,7,9,3,54,0,-1,a,,,,,0.1,9,250,0.8,1.2,5,1,211,2,0,0,0,3,0,32,0.23,0.18,0.41,3.23,0.1,0.08,0.18,1.38,18,7.68,6,11,1,0,0.0,0.85,,3,,0.8,0.8,0,0.1,0.9
191,Borges Rodrigues,Raphael,Borges Rodrigues,7,9,3,45,0,0,u,0,0,Has joined Burton Albion on loan for the rest of the season,2026-09-02T15:44:14.868001Z,0.1,0,524,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
192,Andrews,Kai,Andrews,7,9,3,45,0,0,u,0,0,Has joined Oxford United on loan for the rest of the season,2026-08-29T00:35:59.998520Z,0.3,0,1475,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
193,Wright,Haji,Wright,7,9,4,54,0,-1,i,0,0,Thigh injury - Unknown return date,2026-08-14T22:00:07.214508Z,0.1,31,375,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0.0,0.0,0,0.0,0.0
194,Thomas-Asante,Brandon,Thomas-Asante,7,9,4,50,0,0,a,,,,,0.8,5328,4174,1.8,1.8,9,4,227,2,0,0,1,6,0,43,0.34,0.06,0.39,4.98,0.13,0.02,0.15,1.97,27,10.7,12,12,3,0,0.0,0.79,4,,,1.8,1.8,0,0.4,1.8
195,Simms,Ellis,Simms,7,9,4,49,-1,-1,a,,,,,0.6,798,4036,0.5,1.3,4,1,104,1,0,0,0,3,0,13,0.30,0.01,0.31,2.79,0.26,0.01,0.27,2.41,3,2.6,1,2,0,0,0.0,0.87,,,,0.5,0.5,0,0.1,0.8
196,Markelo,Jahnoah,Markelo,7,9,4,50,0,0,u,0,0,Has joined Shabab Al-Ahli Dubai permanently,2026-08-17T13:53:55.791223Z,0.0,0,43,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
197,Bassette,Norman,Bassette,7,9,4,45,0,0,u,0,0,Has joined KVC Westerlo on loan for the rest of the season,2026-07-28T12:58:50.001768Z,0.0,0,116,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
198,Henderson,Dean,Henderson,8,31,1,50,0,0,i,0,0,Foot injury - Expected back 11 Oct,2026-09-12T14:00:09.378740Z,1.3,91,8141,0.8,1.7,5,0,270,3,0,0,0,8,0,37,0.00,0.00,0.00,6.47,0.0,0.0,0.0,2.16,0,0.0,6,31,0,12,4.0,1.0,,,,0.0,0.0,0,0.2,1.0
199,Benitez,Walter,Benítez,8,31,1,45,0,0,a,,,,,0.1,441,216,2.0,4.0,8,6,180,2,0,0,1,3,0,29,0.00,0.00,0.00,2.99,0.0,0.0,0.0,1.5,0,0.0,2,11,0,5,2.5,1.0,,,,2.0,2.0,0,0.4,1.8
200,Lacroix,Maxence,Lacroix,6,8,2,59,-1,-1,a,,,,,6.8,5135,21982,2.6,2.6,13,3,364,4,0,1,0,10,0,28,0.15,0.22,0.37,7.93,0.04,0.05,0.09,1.96,47,11.62,37,8,10,0,0.0,0.99,,,,2.6,2.6,0,0.4,2.2
201,Muñoz,Daniel,Muñoz Mejía,18,17,2,54,0,-1,a,,,,,5.8,6014,22411,1.2,1.2,5,2,257,3,0,0,0,4,0,29,0.60,0.21,0.81,2.59,0.21,0.07,0.28,0.91,15,5.25,8,8,7,0,0.0,1.05,,,,1.2,1.2,0,0.2,0.9
202,Richards,Chris,Richards,8,31,2,50,0,0,a,,,,,0.6,1086,1601,2.8,2.8,14,8,450,5,0,0,1,11,0,48,0.08,0.07,0.15,9.46,0.02,0.01,0.03,1.89,54,10.8,46,16,8,0,0.0,1.0,,,,2.8,2.8,0,0.6,2.8
203,Canvot,Jaydee,Canvot,8,31,2,48,-1,-2,a,,,,,0.2,252,666,2.2,2.5,10,8,360,4,0,0,1,8,0,38,0.05,0.13,0.18,7.78,0.01,0.03,0.04,1.94,34,8.5,26,11,8,0,0.0,1.0,,,,2.2,2.2,0,0.5,2.1
204,Mitchell,Tyrick,Mitchell,8,31,2,45,0,0,a,,,,,6.0,9286,11545,5.8,4.8,24,7,419,5,2,0,1,10,3,68,0.77,0.26,1.03,8.34,0.17,0.06,0.23,1.79,25,5.37,14,23,11,0,0.0,1.07,,,,5.8,5.8,1,1.3,5.3
205,Sosa,Borna,Sosa,8,31,2,45,0,0,u,0,0,Has joined FC Cologne on loan for the rest of the season,2026-09-02T16:03:25.710518Z,0.0,0,74,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
206,Chadi Riad,Chadi,Riad Dnanou,8,31,2,43,-1,-2,i,0,0,Knee injury - Unknown return date,2026-08-22T18:00:07.352049Z,0.0,17,91,0.0,1.0,1,0,72,1,0,0,0,2,0,7,0.00,0.01,0.01,0.98,0.0,0.01,0.01,1.22,7,8.75,6,3,1,0,0.0,1.25,,,,0.0,0.0,0,0.0,0.2
207,Mingueza,Oscar,Mingueza,8,31,2,44,0,-1,a,,,,,0.1,59,207,0.5,1.0,2,0,16,0,0,0,0,1,0,5,0.00,0.00,0.00,0.33,0.0,0.0,0.0,1.86,2,11.25,0,1,2,0,0.0,0.0,,,,0.5,0.5,0,0.1,0.5
208,Sarr,Ismaïla,Sarr,8,31,3,62,0,-3,a,100,100,,2026-08-22T18:00:07.363165Z,0.6,1838,1542,0.2,1.0,1,1,8,0,0,0,0,0,0,3,0.00,0.01,0.01,0.06,0.0,0.11,0.11,0.68,0,0.0,0,0,0,0,0.0,0.0,2,,,0.2,0.2,0,0.0,0.2
209,Johnson,Brennan,Johnson,9,11,3,59,0,-1,a,,,,,0.1,260,520,2.0,1.8,9,3,238,3,0,0,2,1,0,26,1.03,0.22,1.25,3.73,0.39,0.08,0.47,1.41,26,9.83,8,11,7,0,0.0,1.13,,,,2.0,2.0,0,0.3,1.5
210,Wharton,Adam,Wharton,8,31,3,55,0,0,a,100,100,,2026-07-23T12:01:23.498963Z,0.7,856,3454,2.0,2.4,12,2,436,5,0,0,1,10,0,77,0.15,0.58,0.73,8.91,0.03,0.12,0.15,1.84,41,8.46,16,15,10,0,0.0,1.03,,2,,2.0,2.0,0,0.4,2.2
211,Yeremy,Yéremy,Pino Santos,8,31,3,55,0,0,a,,,,,0.4,512,2050,3.2,2.8,14,2,307,4,0,2,1,6,0,70,0.52,0.55,1.07,6.93,0.15,0.16,0.31,2.03,26,7.62,5,16,5,0,0.0,1.17,,1,1,3.2,3.2,0,0.6,2.5
212,Hughes,Will,Hughes,8,31,3,44,0,-1,a,,,,,7.4,6706,33362,0.5,1.0,2,0,29,0,0,0,0,1,0,9,0.00,0.04,0.04,1.12,0.0,0.12,0.12,3.48,7,21.72,3,3,1,0,0.0,0.0,,4,,0.5,0.5,0,0.1,0.5
213,Lerma,Jefferson,Lerma Solís,8,31,3,48,-1,-2,a,,,,,0.1,46,261,0.2,0.5,1,0,51,0,0,0,0,1,0,6,0.26,0.00,0.26,1.25,0.46,0.0,0.46,2.21,12,21.18,7,3,2,0,0.0,0.0,,,,0.2,0.2,0,0.0,0.2
214,Kamada,Daichi,Kamada,8,31,3,50,0,0,a,,,,,0.5,2270,2150,4.5,4.2,21,3,441,5,0,3,1,10,0,109,0.47,0.38,0.85,8.85,0.1,0.08,0.18,1.81,38,7.76,4,23,11,0,0.0,1.02,,3,,4.5,4.5,0,0.9,4.2
215,Devenny,Justin,Devenny,8,31,3,50,0,0,u,0,0,Has joined Stoke City permanently,2026-09-02T15:41:07.346849Z,0.0,0,24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,3,,2,0.0,0.0,0,0.0,0.0
216,Esse,Romain,Esse,8,31,3,50,0,0,u,0,0,Has joined Millwall on loan for the rest of the season,2026-09-02T15:41:07.376544Z,0.0,0,85,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
217,M.França,Matheus,França de Oliveira,8,31,3,49,0,-1,u,0,0,Has joined Alverca on loan for the rest of the season,2026-09-11T14:42:19.322912Z,0.0,0,100,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
218,Doucouré,Cheick,Doucouré,8,31,3,48,-1,-2,a,,,,,0.0,68,217,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
219,J.Rak-Sakyi,Jesurun,Rak-Sakyi,8,31,3,49,0,-1,u,0,0,has joined  Kasimpasa on loan for the rest of the seaon.,2026-09-10T09:12:47.224598Z,0.0,0,15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
220,Cardines,Rio,Cardines,8,31,2,45,0,0,u,0,0,Has joined Bristol City on loan for the rest of the season,2026-08-12T14:08:46.501813Z,0.0,0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
221,Drakes-Thomas,Joél,Drakes-Thomas,8,31,3,45,0,0,a,,,,,0.1,106,295,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
222,Strand Larsen,Jørgen,Strand Larsen,8,31,4,60,0,0,a,,,,,0.6,3312,2793,3.2,2.8,14,2,298,3,1,0,1,5,2,69,0.43,0.20,0.63,6.15,0.13,0.06,0.19,1.86,13,3.93,6,5,2,0,0.0,0.91,,,,3.2,3.2,0,0.5,2.3
223,Mateta,Jean-Philippe,Mateta,8,31,4,63,0,-2,i,0,0,Hamstring injury - Expected back 11 Oct,2026-08-28T21:00:08.020382Z,1.3,137,6450,0.0,2.0,2,0,62,1,0,0,0,2,0,-3,0.70,0.02,0.72,0.98,1.02,0.03,1.05,1.42,5,7.26,1,2,2,0,0.0,1.45,1,,,0.0,0.0,0,0.0,0.3
224,Nketiah,Eddie,Nketiah,8,31,4,55,0,0,a,100,100,,2026-09-12T14:00:09.427136Z,0.5,854,2498,1.8,2.0,8,1,175,3,0,1,0,7,0,38,1.10,0.60,1.70,4.51,0.57,0.31,0.88,2.32,12,6.17,2,6,4,0,0.0,1.54,,,,1.8,1.8,0,0.3,1.5
225,Uche,Christantus,Uche,8,31,4,50,0,0,u,0,0,has returned to Getafe CF,2026-07-23T12:18:56.275922Z,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
226,Pickford,Jordan,Pickford,9,11,1,55,0,0,a,,,,,9.1,21261,9913,4.5,5.0,25,8,450,5,0,0,3,3,1,121,0.00,0.02,0.02,6.94,0.0,0.0,0.0,1.39,0,0.0,7,53,0,15,3.0,1.0,,,,4.5,4.5,0,0.8,4.5
227,Travers,Mark,Travers,9,11,1,50,0,0,a,,,,,0.0,172,177,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
228,King,Tom,King,9,11,1,45,0,0,a,,,,,0.0,75,117,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
229,Tarkowski,James,Tarkowski,9,11,2,61,0,1,a,,,,,15.7,159146,11511,9.2,8.6,43,14,450,5,1,1,3,3,7,138,0.18,0.04,0.22,6.94,0.04,0.01,0.05,1.39,51,10.2,40,18,11,0,0.0,1.0,,,,9.2,9.2,2,1.5,7.0
230,Branthwaite,Jarrad,Branthwaite,9,11,2,55,0,0,a,,,,,2.4,13834,4400,5.2,5.4,27,8,450,5,0,0,3,3,0,97,0.17,0.02,0.19,6.94,0.03,0.0,0.03,1.39,54,10.8,49,14,5,0,0.0,1.0,,,,5.2,5.2,0,0.9,4.9
231,Keane,Michael,Keane,9,11,2,48,0,-2,a,,,,,0.7,278,2895,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
232,O'Brien,Jake,O'Brien,9,11,2,48,-1,-2,a,,,,,0.3,240,824,0.5,1.0,2,1,16,0,0,0,0,0,0,5,0.00,0.00,0.00,0.42,0.0,0.0,0.0,2.36,2,11.25,2,2,0,0,0.0,0.0,,,,0.5,0.5,0,0.1,0.4
233,Mykolenko,Vitalii,Mykolenko,9,11,2,46,1,1,a,,,,,4.2,35285,11430,5.2,5.4,27,5,450,5,0,0,3,3,3,109,0.04,0.16,0.20,6.94,0.01,0.03,0.04,1.39,39,7.8,25,30,14,0,0.0,1.0,,,,5.2,5.2,1,1.1,5.9
234,Patterson,Nathan,Patterson,9,11,2,45,0,0,u,0,0,Has joined Torino permanently,2026-09-02T16:05:23.326971Z,0.0,0,87,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
235,Aznou,Adam,Aznou,9,11,2,40,0,0,u,0,0,Has joined Malaga on loan for the rest of the season,2026-09-01T13:23:16.934847Z,0.1,0,399,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
236,Dewsbury-Hall,Kiernan,Dewsbury-Hall,9,11,3,66,1,1,a,,,,,6.0,29741,34481,2.2,4.0,20,3,450,5,1,0,3,3,3,110,0.99,0.83,1.82,6.74,0.2,0.17,0.37,1.35,42,8.4,5,26,11,0,0.0,1.0,,2,,2.2,2.2,0,0.3,3.0
237,Ndiaye,Iliman,Ndiaye,15,43,3,58,-1,-2,a,,,,,6.8,5094,54484,3.2,4.4,22,5,385,4,0,2,2,4,1,110,0.38,0.58,0.96,9.42,0.09,0.14,0.23,2.2,44,10.29,10,26,8,0,0.0,0.94,,,,3.2,3.2,0,0.6,3.8
238,Grealish,Jack,Grealish,9,11,3,65,0,0,a,100,100,,2026-07-29T10:00:10.492904Z,0.5,2403,2161,1.2,1.5,6,3,135,1,0,0,1,1,0,36,0.02,0.44,0.46,1.67,0.01,0.29,0.3,1.11,13,8.67,2,8,3,0,0.0,0.67,,,,1.2,1.2,0,0.2,0.9
239,Garner,James,Garner,9,11,3,60,0,0,a,100,100,,2026-09-06T18:00:08.301702Z,0.2,1133,1450,2.5,2.2,11,3,328,4,0,0,2,2,0,71,0.20,0.17,0.37,3.45,0.05,0.05,0.1,0.95,45,12.35,9,25,11,0,0.0,1.1,2,1,1,2.5,2.5,0,0.4,1.8
240,Iroegbunam,Tim,Iroegbunam,11,88,3,50,0,0,a,100,100,,2026-08-15T20:00:06.878792Z,0.0,56,104,0.5,0.7,2,1,70,0,0,0,0,0,0,10,0.12,0.01,0.13,0.60,0.15,0.01,0.16,0.77,9,11.57,1,5,3,0,0.0,0.0,,,,0.5,0.5,0,0.1,0.4
241,McNeil,Dwight,McNeil,8,31,3,54,0,-1,a,,,,,0.1,48,338,0.2,1.5,3,0,84,1,0,0,0,3,0,13,0.05,0.02,0.07,1.18,0.05,0.02,0.07,1.26,7,7.5,4,3,0,0,0.0,1.07,,,,0.2,0.2,0,0.0,0.6
242,George,Tyrique,George,9,11,3,55,0,0,a,,,,,0.9,1752,8848,4.0,3.8,19,1,309,4,1,0,2,3,3,77,0.35,0.32,0.67,3.71,0.1,0.09,0.19,1.08,18,5.24,5,12,1,0,0.0,1.17,,,,4.0,4.0,0,0.7,3.5
243,Alcaraz,Carlos,Alcaraz Durán,9,11,3,49,0,-1,a,,,,,0.1,119,303,0.0,0.5,1,0,5,0,0,0,0,0,0,5,0.05,0.02,0.07,0.04,0.9,0.36,1.26,0.72,3,54.0,0,2,1,0,0.0,0.0,,,,0.0,0.0,0,0.0,0.2
244,Armstrong,Harrison,Armstrong,9,11,3,50,0,0,a,100,75,,2026-09-17T08:30:08.942299Z,0.4,590,2674,2.0,3.2,16,2,446,5,0,1,3,3,0,61,0.21,0.49,0.70,6.94,0.04,0.1,0.14,1.4,40,8.07,13,19,8,0,0.0,1.01,,,,2.0,1.5,0,0.4,3.2
245,Dibling,Tyler,Dibling,9,11,3,54,0,-1,a,,,,,0.0,88,107,0.2,1.0,1,1,24,0,0,0,0,0,0,10,0.17,0.16,0.33,0.38,0.64,0.6,1.24,1.42,0,0.0,0,0,0,0,0.0,0.0,,,,0.2,0.2,0,0.0,0.2
246,Röhl,Merlin,Röhl,9,11,3,49,0,-1,i,0,0,Unspecified injury - Expected back 11 Oct,2026-09-16T18:00:09.541933Z,0.0,6,462,0.8,2.0,6,0,249,3,0,0,1,2,0,35,0.00,0.20,0.20,4.52,0.0,0.07,0.07,1.63,24,8.67,6,13,5,0,0.0,1.08,,,,0.0,0.0,0,0.2,1.2
247,Hackney,Hayden,Hackney,9,11,3,54,-1,-1,a,100,100,,2026-08-26T22:00:07.797766Z,0.2,148,837,1.8,2.0,10,1,137,1,0,1,1,1,0,39,0.05,0.13,0.18,3.91,0.03,0.09,0.12,2.57,12,7.88,4,5,3,0,0.0,0.66,,3,,1.8,1.8,0,0.3,1.9
248,Beto,Norberto Bercique,Gomes Betuncal,9,11,4,54,0,-1,u,0,0,Has joined Fiorentina permanently,2026-09-02T16:05:23.357221Z,0.6,0,5441,0.2,1.0,2,0,31,0,0,0,0,0,0,5,0.09,0.00,0.09,1.92,0.26,0.0,0.26,5.57,1,2.9,1,0,0,0,0.0,0.0,,,,0.0,0.0,0,0.0,0.4
249,Barry,Thierno,Barry,9,11,4,56,0,1,a,,,,,8.1,53472,26946,3.0,4.0,20,6,417,5,2,0,3,3,2,83,3.50,0.15,3.65,5.02,0.76,0.03,0.79,1.08,17,3.67,5,11,1,0,0.0,1.08,1,,,3.0,3.0,0,0.5,3.6
250,Leno,Bernd,Leno,10,54,1,45,0,0,a,,,,,3.3,25991,5981,3.6,3.6,18,3,450,5,0,0,1,8,2,77,0.00,0.00,0.00,9.11,0.0,0.0,0.0,1.82,0,0.0,6,41,0,16,3.2,1.0,,,,3.6,3.6,0,0.8,4.0
251,Lecomte,Benjamin,Lecomte,10,54,1,40,0,0,a,,,,,1.1,1805,1685,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
252,McNally,Alfie,McNally,10,54,1,40,0,0,u,0,0,Has joined York City on loan for the rest of the season,2026-09-01T13:25:11.231240Z,0.1,0,455,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
253,Andersen,Joachim,Andersen,10,54,2,50,0,0,a,100,100,,2026-07-23T12:01:23.516350Z,0.1,1966,763,0.6,1.0,3,1,190,2,0,0,0,5,0,12,0.00,0.10,0.10,4.35,0.0,0.05,0.05,2.06,20,9.47,18,9,2,0,0.0,0.95,,,,0.6,0.6,0,0.1,0.6
